"mic","symbol","isin","date","open_value","high_value","low_value","last_value","change_prev_close_percentage","turnover"
"XZAG","CBX","HRZB00ICBEX6","2012-12-17",1720.10,1720.10,1674.30,1680.55,-2.31,12869119.10
"XZAG","CBX","HRZB00ICBEX6","2012-12-14",1724.35,1724.35,1706.93,1720.25,-0.21,3954798.55
"XZAG","CBX","HRZB00ICBEX6","2012-12-13",1726.22,1729.15,1722.38,1723.93,-0.19,9131352.87
"XZAG","CBX","HRZB00ICBEX6","2012-12-12",1739.46,1740.70,1722.45,1727.19,-0.69,8367812.75
"XZAG","CBX","HRZB00ICBEX6","2012-12-11",1739.80,1742.31,1736.75,1739.15,-0.03,8055000.02
"XZAG","CBX","HRZB00ICBEX6","2012-12-10",1757.88,1757.88,1727.69,1739.66,-1.05,5325582.80
"XZAG","CBX","HRZB00ICBEX6","2012-12-07",1761.28,1762.70,1751.53,1758.06,-0.15,3612354.75
"XZAG","CBX","HRZB00ICBEX6","2012-12-06",1765.90,1768.30,1752.90,1760.65,-0.31,9183565.25
"XZAG","CBX","HRZB00ICBEX6","2012-12-05",1764.28,1766.18,1750.51,1766.18,0.33,8580876.47
"XZAG","CBX","HRZB00ICBEX6","2012-12-04",1773.29,1773.29,1748.63,1760.41,-0.74,10326653.22
"XZAG","CBX","HRZB00ICBEX6","2012-12-03",1761.24,1773.87,1759.97,1773.62,0.76,6823351.01
"XZAG","CBX","HRZB00ICBEX6","2012-11-30",1766.75,1771.42,1753.81,1760.16,-0.47,6465715.17
"XZAG","CBX","HRZB00ICBEX6","2012-11-29",1755.41,1768.52,1752.58,1768.51,0.68,5987144.52
"XZAG","CBX","HRZB00ICBEX6","2012-11-28",1758.99,1760.64,1753.05,1756.59,-0.15,3861514.24
"XZAG","CBX","HRZB00ICBEX6","2012-11-27",1763.11,1765.41,1755.03,1759.19,-0.24,7329066.35
"XZAG","CBX","HRZB00ICBEX6","2012-11-26",1767.62,1768.96,1756.54,1763.41,-0.24,5260526.17
"XZAG","CBX","HRZB00ICBEX6","2012-11-23",1758.92,1768.56,1753.92,1767.61,0.48,26586810.25
"XZAG","CBX","HRZB00ICBEX6","2012-11-22",1759.76,1767.37,1755.79,1759.10,-0.04,7133646.30
"XZAG","CBX","HRZB00ICBEX6","2012-11-21",1753.68,1768.34,1751.12,1759.83,0.40,11689056.03
"XZAG","CBX","HRZB00ICBEX6","2012-11-20",1750.68,1757.16,1746.61,1752.86,0.13,7515591.05
"XZAG","CBX","HRZB00ICBEX6","2012-11-19",1738.76,1751.33,1738.25,1750.67,0.69,7993435.76
"XZAG","CBX","HRZB00ICBEX6","2012-11-16",1736.35,1742.59,1727.46,1738.74,0.18,5483788.12
"XZAG","CBX","HRZB00ICBEX6","2012-11-15",1737.33,1739.26,1728.71,1735.54,-0.13,5448958.49
"XZAG","CBX","HRZB00ICBEX6","2012-11-14",1742.27,1747.49,1734.97,1737.72,-0.45,5602545.02
"XZAG","CBX","HRZB00ICBEX6","2012-11-13",1747.32,1749.19,1739.34,1745.54,-0.08,5594519.88
"XZAG","CBX","HRZB00ICBEX6","2012-11-12",1753.17,1753.67,1737.43,1746.87,-0.40,11564737.92
"XZAG","CBX","HRZB00ICBEX6","2012-11-09",1761.39,1761.39,1737.00,1753.82,-0.43,5583663.50
"XZAG","CBX","HRZB00ICBEX6","2012-11-08",1776.55,1776.55,1754.36,1761.33,-0.86,5046479.44
"XZAG","CBX","HRZB00ICBEX6","2012-11-07",1768.67,1776.55,1763.48,1776.55,0.47,11828153.31
"XZAG","CBX","HRZB00ICBEX6","2012-11-06",1747.62,1768.22,1744.71,1768.22,1.26,7546900.62
"XZAG","CBX","HRZB00ICBEX6","2012-11-05",1744.59,1757.88,1739.36,1746.29,0.12,8838612.38
"XZAG","CBX","HRZB00ICBEX6","2012-11-02",1754.83,1754.83,1737.76,1744.18,-0.61,5117838.15
"XZAG","CBX","HRZB00ICBEX6","2012-10-31",1746.74,1754.82,1742.67,1754.82,0.60,7115567.07
"XZAG","CBX","HRZB00ICBEX6","2012-10-30",1748.01,1751.98,1732.09,1744.41,-0.29,7855701.59
"XZAG","CBX","HRZB00ICBEX6","2012-10-29",1776.70,1777.77,1746.33,1749.50,-1.53,6127201.22
"XZAG","CBX","HRZB00ICBEX6","2012-10-26",1770.20,1778.25,1766.14,1776.70,0.37,25864905.50
"XZAG","CBX","HRZB00ICBEX6","2012-10-25",1773.00,1775.33,1762.17,1770.22,-0.16,4670903.32
"XZAG","CBX","HRZB00ICBEX6","2012-10-24",1766.60,1773.04,1758.62,1773.04,0.31,4428899.94
"XZAG","CBX","HRZB00ICBEX6","2012-10-23",1768.23,1768.23,1751.99,1767.62,-0.03,17239195.31
"XZAG","CBX","HRZB00ICBEX6","2012-10-22",1777.65,1784.75,1767.58,1768.23,-0.52,6145329.37
"XZAG","CBX","HRZB00ICBEX6","2012-10-19",1780.53,1785.28,1771.67,1777.46,-0.17,5135074.38
"XZAG","CBX","HRZB00ICBEX6","2012-10-18",1769.18,1785.49,1767.31,1780.54,0.67,14212692.49
"XZAG","CBX","HRZB00ICBEX6","2012-10-17",1765.18,1770.17,1760.95,1768.75,0.21,5198873.25
"XZAG","CBX","HRZB00ICBEX6","2012-10-16",1750.78,1765.93,1742.71,1765.12,0.82,6655490.66
"XZAG","CBX","HRZB00ICBEX6","2012-10-15",1748.21,1752.87,1739.56,1750.77,0.15,6925219.22
"XZAG","CBX","HRZB00ICBEX6","2012-10-12",1750.64,1750.64,1740.25,1748.15,-0.23,9453635.44
"XZAG","CBX","HRZB00ICBEX6","2012-10-11",1757.97,1761.27,1749.43,1752.24,-0.32,4021505.63
"XZAG","CBX","HRZB00ICBEX6","2012-10-10",1748.50,1757.94,1747.22,1757.94,0.58,6764088.38
"XZAG","CBX","HRZB00ICBEX6","2012-10-09",1756.07,1757.26,1742.06,1747.83,-0.40,7885938.24
"XZAG","CBX","HRZB00ICBEX6","2012-10-05",1752.83,1760.72,1744.61,1754.83,0.12,5327673.39
"XZAG","CBX","HRZB00ICBEX6","2012-10-04",1754.44,1754.84,1743.03,1752.78,-0.09,8492136.03
"XZAG","CBX","HRZB00ICBEX6","2012-10-03",1751.04,1760.31,1742.82,1754.44,0.20,10526317.90
"XZAG","CBX","HRZB00ICBEX6","2012-10-02",1728.99,1754.52,1725.60,1750.94,1.35,11620851.63
"XZAG","CBX","HRZB00ICBEX6","2012-10-01",1716.01,1727.67,1705.75,1727.67,0.72,7193452.05
"XZAG","CBX","HRZB00ICBEX6","2012-09-28",1695.60,1715.24,1695.60,1715.24,1.16,9004289.92
"XZAG","CBX","HRZB00ICBEX6","2012-09-27",1682.48,1701.72,1682.36,1695.56,0.79,6676461.94
"XZAG","CBX","HRZB00ICBEX6","2012-09-26",1682.62,1685.29,1666.39,1682.27,-0.02,11165378.87
"XZAG","CBX","HRZB00ICBEX6","2012-09-25",1695.36,1696.08,1674.82,1682.66,-0.80,3199838.02
"XZAG","CBX","HRZB00ICBEX6","2012-09-24",1702.35,1710.45,1685.53,1696.15,-0.34,10417498.23
"XZAG","CBX","HRZB00ICBEX6","2012-09-21",1701.33,1705.78,1695.70,1702.00,-0.10,9777813.48
"XZAG","CBX","HRZB00ICBEX6","2012-09-20",1713.09,1714.18,1695.35,1703.68,-0.55,6814683.68
"XZAG","CBX","HRZB00ICBEX6","2012-09-19",1699.66,1716.94,1698.74,1713.07,0.75,12978194.07
"XZAG","CBX","HRZB00ICBEX6","2012-09-18",1715.58,1720.30,1694.30,1700.27,-0.89,4501623.20
"XZAG","CBX","HRZB00ICBEX6","2012-09-17",1716.30,1717.37,1704.40,1715.59,-0.05,4896745.70
"XZAG","CBX","HRZB00ICBEX6","2012-09-14",1704.73,1717.51,1704.73,1716.39,0.70,8205185.52
"XZAG","CBX","HRZB00ICBEX6","2012-09-13",1704.39,1707.84,1700.36,1704.44,0.03,7299731.29
"XZAG","CBX","HRZB00ICBEX6","2012-09-12",1693.15,1703.99,1691.86,1703.99,0.64,5844357.34
"XZAG","CBX","HRZB00ICBEX6","2012-09-11",1685.53,1694.05,1683.82,1693.15,0.51,4416991.02
"XZAG","CBX","HRZB00ICBEX6","2012-09-10",1684.83,1692.13,1681.10,1684.59,0.00,4816896.84
"XZAG","CBX","HRZB00ICBEX6","2012-09-07",1671.04,1689.15,1671.04,1684.64,0.82,13034520.63
"XZAG","CBX","HRZB00ICBEX6","2012-09-06",1666.34,1674.42,1664.73,1670.96,0.28,7027312.46
"XZAG","CBX","HRZB00ICBEX6","2012-09-05",1667.31,1672.71,1662.95,1666.34,-0.08,6162373.98
"XZAG","CBX","HRZB00ICBEX6","2012-09-04",1671.95,1672.89,1666.44,1667.62,-0.25,6747605.29
"XZAG","CBX","HRZB00ICBEX6","2012-09-03",1680.94,1681.52,1670.69,1671.84,-0.48,8853708.34
"XZAG","CBX","HRZB00ICBEX6","2012-08-31",1678.67,1686.28,1676.91,1679.95,0.11,3270345.03
"XZAG","CBX","HRZB00ICBEX6","2012-08-30",1679.33,1682.63,1675.32,1678.03,-0.22,2671551.06
"XZAG","CBX","HRZB00ICBEX6","2012-08-29",1681.45,1681.73,1675.36,1681.73,0.03,3647329.87
"XZAG","CBX","HRZB00ICBEX6","2012-08-28",1677.92,1682.14,1675.33,1681.24,0.18,4776508.15
"XZAG","CBX","HRZB00ICBEX6","2012-08-27",1690.54,1691.23,1677.02,1678.24,-0.73,3871957.42
"XZAG","CBX","HRZB00ICBEX6","2012-08-24",1683.81,1691.81,1683.81,1690.55,0.33,5664660.81
"XZAG","CBX","HRZB00ICBEX6","2012-08-23",1682.35,1685.20,1680.81,1684.94,0.12,2613149.86
"XZAG","CBX","HRZB00ICBEX6","2012-08-22",1696.86,1697.25,1682.35,1682.90,-0.87,2723508.23
"XZAG","CBX","HRZB00ICBEX6","2012-08-21",1703.49,1706.94,1690.30,1697.74,-0.30,4232755.58
"XZAG","CBX","HRZB00ICBEX6","2012-08-20",1704.91,1705.35,1695.03,1702.85,-0.10,3282491.83
"XZAG","CBX","HRZB00ICBEX6","2012-08-17",1699.77,1706.53,1696.09,1704.50,0.20,6402048.38
"XZAG","CBX","HRZB00ICBEX6","2012-08-16",1694.16,1701.82,1693.36,1701.12,0.45,3757728.19
"XZAG","CBX","HRZB00ICBEX6","2012-08-14",1689.18,1697.97,1689.18,1693.51,0.26,3966082.09
"XZAG","CBX","HRZB00ICBEX6","2012-08-13",1694.14,1695.29,1687.08,1689.15,-0.33,2587452.46
"XZAG","CBX","HRZB00ICBEX6","2012-08-10",1691.19,1694.83,1687.51,1694.78,0.11,4882483.78
"XZAG","CBX","HRZB00ICBEX6","2012-08-09",1687.75,1692.99,1682.34,1692.96,0.31,6403585.09
"XZAG","CBX","HRZB00ICBEX6","2012-08-08",1693.41,1695.87,1685.14,1687.73,-0.33,3969050.14
"XZAG","CBX","HRZB00ICBEX6","2012-08-07",1707.53,1709.81,1691.11,1693.31,-0.86,3475569.45
"XZAG","CBX","HRZB00ICBEX6","2012-08-06",1709.20,1709.20,1699.31,1708.08,-0.06,3376349.39
"XZAG","CBX","HRZB00ICBEX6","2012-08-03",1700.84,1710.89,1696.66,1709.03,0.47,5718696.19
"XZAG","CBX","HRZB00ICBEX6","2012-08-02",1710.10,1718.07,1700.40,1701.09,-0.49,11264355.33
"XZAG","CBX","HRZB00ICBEX6","2012-08-01",1702.83,1710.41,1699.13,1709.53,0.67,7188865.75
"XZAG","CBX","HRZB00ICBEX6","2012-07-31",1693.12,1698.90,1687.88,1698.23,0.32,5093545.58
"XZAG","CBX","HRZB00ICBEX6","2012-07-30",1691.34,1698.11,1687.85,1692.89,0.08,6225906.98
"XZAG","CBX","HRZB00ICBEX6","2012-07-27",1690.82,1696.99,1687.06,1691.46,0.05,7299225.89
"XZAG","CBX","HRZB00ICBEX6","2012-07-26",1679.69,1690.62,1673.55,1690.60,0.60,4421829.51
"XZAG","CBX","HRZB00ICBEX6","2012-07-25",1671.93,1680.51,1671.93,1680.51,0.57,3140802.24
"XZAG","CBX","HRZB00ICBEX6","2012-07-24",1676.32,1678.28,1668.85,1670.99,-0.34,4678928.40
"XZAG","CBX","HRZB00ICBEX6","2012-07-23",1692.65,1692.73,1674.18,1676.63,-0.99,5917358.78
"XZAG","CBX","HRZB00ICBEX6","2012-07-20",1701.35,1702.64,1687.89,1693.33,-0.45,4024240.59
"XZAG","CBX","HRZB00ICBEX6","2012-07-19",1692.13,1701.03,1689.75,1701.03,0.53,4628873.96
"XZAG","CBX","HRZB00ICBEX6","2012-07-18",1694.54,1699.39,1687.55,1692.08,-0.15,6221731.93
"XZAG","CBX","HRZB00ICBEX6","2012-07-17",1684.37,1695.66,1680.19,1694.55,0.52,10557868.40
"XZAG","CBX","HRZB00ICBEX6","2012-07-16",1679.26,1686.24,1675.47,1685.79,0.46,4071384.75
"XZAG","CBX","HRZB00ICBEX6","2012-07-13",1668.73,1678.61,1666.60,1678.05,0.56,4751805.08
"XZAG","CBX","HRZB00ICBEX6","2012-07-12",1672.05,1683.16,1667.03,1668.74,-0.22,7902735.24
"XZAG","CBX","HRZB00ICBEX6","2012-07-11",1664.33,1672.54,1662.48,1672.34,0.70,5701804.54
"XZAG","CBX","HRZB00ICBEX6","2012-07-10",1665.71,1666.29,1659.50,1660.77,-0.27,4285348.99
"XZAG","CBX","HRZB00ICBEX6","2012-07-09",1674.34,1674.92,1661.09,1665.26,-0.57,3381388.48
"XZAG","CBX","HRZB00ICBEX6","2012-07-06",1677.20,1679.14,1670.21,1674.78,-0.14,4481250.06
"XZAG","CBX","HRZB00ICBEX6","2012-07-05",1667.79,1678.11,1667.79,1677.20,0.61,3142397.80
"XZAG","CBX","HRZB00ICBEX6","2012-07-04",1673.61,1681.91,1665.30,1667.11,-0.56,4698366.85
"XZAG","CBX","HRZB00ICBEX6","2012-07-03",1699.68,1702.82,1674.17,1676.55,-1.36,3271552.14
"XZAG","CBX","HRZB00ICBEX6","2012-07-02",1694.23,1710.87,1691.24,1699.71,0.35,6805353.45
"XZAG","CBX","HRZB00ICBEX6","2012-06-29",1637.40,1699.19,1637.40,1693.85,3.45,7765549.22
"XZAG","CBX","HRZB00ICBEX6","2012-06-28",1622.33,1637.47,1618.93,1637.40,0.95,2072600.02
"XZAG","CBX","HRZB00ICBEX6","2012-06-27",1628.69,1628.75,1620.70,1622.05,-0.26,2910351.48
"XZAG","CBX","HRZB00ICBEX6","2012-06-26",1635.74,1635.74,1622.42,1626.33,-0.56,6503938.94
"XZAG","CBX","HRZB00ICBEX6","2012-06-21",1619.75,1635.50,1619.75,1635.50,0.97,6394023.03
"XZAG","CBX","HRZB00ICBEX6","2012-06-20",1620.38,1628.01,1613.24,1619.75,-0.01,4281139.32
"XZAG","CBX","HRZB00ICBEX6","2012-06-19",1620.68,1622.37,1612.69,1619.96,-0.19,4530578.79
"XZAG","CBX","HRZB00ICBEX6","2012-06-18",1619.83,1633.06,1619.83,1623.08,0.23,7971332.96
"XZAG","CBX","HRZB00ICBEX6","2012-06-15",1624.18,1624.44,1614.38,1619.35,-0.30,4186235.22
"XZAG","CBX","HRZB00ICBEX6","2012-06-14",1622.67,1624.23,1613.01,1624.18,0.11,6998810.52
"XZAG","CBX","HRZB00ICBEX6","2012-06-13",1636.88,1639.25,1620.53,1622.43,-0.88,4528822.10
"XZAG","CBX","HRZB00ICBEX6","2012-06-12",1651.60,1651.98,1635.41,1636.83,-0.91,3324800.96
"XZAG","CBX","HRZB00ICBEX6","2012-06-11",1635.58,1656.73,1635.58,1651.82,0.98,5176412.44
"XZAG","CBX","HRZB00ICBEX6","2012-06-08",1644.28,1648.52,1630.90,1635.82,-0.55,4046136.82
"XZAG","CBX","HRZB00ICBEX6","2012-06-06",1638.58,1651.83,1638.58,1644.88,0.38,5019406.04
"XZAG","CBX","HRZB00ICBEX6","2012-06-05",1637.32,1642.44,1634.15,1638.61,0.08,8976441.00
"XZAG","CBX","HRZB00ICBEX6","2012-06-04",1634.42,1639.39,1615.36,1637.29,0.55,11012801.38
"XZAG","CBX","HRZB00ICBEX6","2012-06-01",1666.57,1671.51,1624.25,1628.36,-2.40,10765321.65
"XZAG","CBX","HRZB00ICBEX6","2012-05-31",1670.41,1681.36,1667.45,1668.46,-0.11,7489018.85
"XZAG","CBX","HRZB00ICBEX6","2012-05-30",1687.16,1687.29,1669.57,1670.33,-1.02,6608132.84
"XZAG","CBX","HRZB00ICBEX6","2012-05-29",1683.84,1687.82,1678.77,1687.61,0.19,8909049.64
"XZAG","CBX","HRZB00ICBEX6","2012-05-28",1696.57,1697.80,1678.95,1684.47,-0.73,5598900.78
"XZAG","CBX","HRZB00ICBEX6","2012-05-25",1714.14,1717.82,1693.59,1696.78,-1.01,6232347.76
"XZAG","CBX","HRZB00ICBEX6","2012-05-24",1720.09,1721.33,1711.43,1714.13,-0.36,6126192.18
"XZAG","CBX","HRZB00ICBEX6","2012-05-23",1745.10,1746.06,1716.36,1720.36,-1.42,6604884.06
"XZAG","CBX","HRZB00ICBEX6","2012-05-22",1733.51,1745.27,1733.51,1745.11,0.70,6773441.54
"XZAG","CBX","HRZB00ICBEX6","2012-05-21",1733.62,1746.45,1732.28,1733.03,-0.02,9450956.48
"XZAG","CBX","HRZB00ICBEX6","2012-05-18",1710.28,1736.53,1694.63,1733.32,1.30,9440029.93
"XZAG","CBX","HRZB00ICBEX6","2012-05-17",1736.19,1737.47,1699.91,1711.12,-1.45,15850598.32
"XZAG","CBX","HRZB00ICBEX6","2012-05-16",1756.17,1756.17,1731.28,1736.30,-1.14,9330444.98
"XZAG","CBX","HRZB00ICBEX6","2012-05-15",1763.54,1768.70,1752.73,1756.27,-0.41,9202378.12
"XZAG","CBX","HRZB00ICBEX6","2012-05-14",1787.44,1787.44,1759.36,1763.51,-1.15,13915955.83
"XZAG","CBX","HRZB00ICBEX6","2012-05-11",1795.04,1797.32,1782.73,1783.98,-0.62,7093163.00
"XZAG","CBX","HRZB00ICBEX6","2012-05-10",1801.83,1803.51,1793.37,1795.17,-0.35,18565737.91
"XZAG","CBX","HRZB00ICBEX6","2012-05-09",1808.84,1813.77,1800.13,1801.41,-0.40,8714672.43
"XZAG","CBX","HRZB00ICBEX6","2012-05-08",1813.70,1817.18,1803.35,1808.73,-0.27,12769083.20
"XZAG","CBX","HRZB00ICBEX6","2012-05-07",1827.92,1828.10,1807.30,1813.58,-0.81,6830085.93
"XZAG","CBX","HRZB00ICBEX6","2012-05-04",1823.49,1828.98,1813.22,1828.40,0.42,9952183.77
"XZAG","CBX","HRZB00ICBEX6","2012-05-03",1815.02,1825.84,1812.45,1820.70,0.28,8630846.09
"XZAG","CBX","HRZB00ICBEX6","2012-05-02",1801.31,1815.85,1799.81,1815.61,0.82,24916373.50
"XZAG","CBX","HRZB00ICBEX6","2012-04-30",1802.79,1813.05,1793.26,1800.76,-0.09,11168865.01
"XZAG","CBX","HRZB00ICBEX6","2012-04-27",1804.03,1807.79,1799.08,1802.34,-0.06,6119328.41
"XZAG","CBX","HRZB00ICBEX6","2012-04-26",1813.08,1814.37,1798.27,1803.36,-0.54,16071955.95
"XZAG","CBX","HRZB00ICBEX6","2012-04-25",1812.11,1822.15,1806.16,1813.07,0.34,11600193.61
"XZAG","CBX","HRZB00ICBEX6","2012-04-24",1807.25,1809.36,1800.43,1806.99,0.07,13182472.86
"XZAG","CBX","HRZB00ICBEX6","2012-04-23",1828.85,1828.85,1802.71,1805.71,-1.23,10642592.55
"XZAG","CBX","HRZB00ICBEX6","2012-04-20",1830.94,1831.06,1819.62,1828.28,-0.10,10928003.66
"XZAG","CBX","HRZB00ICBEX6","2012-04-19",1841.11,1844.08,1823.86,1830.14,-0.53,14393801.06
"XZAG","CBX","HRZB00ICBEX6","2012-04-18",1844.96,1848.18,1836.78,1839.83,-0.28,6942436.97
"XZAG","CBX","HRZB00ICBEX6","2012-04-17",1835.92,1845.70,1835.92,1845.02,0.49,11275050.34
"XZAG","CBX","HRZB00ICBEX6","2012-04-16",1837.83,1837.83,1828.02,1836.03,-0.11,7326139.04
"XZAG","CBX","HRZB00ICBEX6","2012-04-13",1832.85,1838.90,1825.28,1837.99,0.35,7690596.15
"XZAG","CBX","HRZB00ICBEX6","2012-04-12",1823.56,1840.46,1823.56,1831.63,0.49,17656697.07
"XZAG","CBX","HRZB00ICBEX6","2012-04-11",1830.99,1831.57,1816.91,1822.72,-0.45,14153415.83
"XZAG","CBX","HRZB00ICBEX6","2012-04-10",1843.32,1843.32,1815.18,1830.98,-0.66,14080805.90
"XZAG","CBX","HRZB00ICBEX6","2012-04-06",1844.47,1850.32,1837.02,1843.22,-0.03,5729104.90
"XZAG","CBX","HRZB00ICBEX6","2012-04-05",1838.59,1845.35,1827.11,1843.86,0.28,32938816.42
"XZAG","CBX","HRZB00ICBEX6","2012-04-04",1835.87,1843.63,1831.61,1838.74,0.17,31450476.80
"XZAG","CBX","HRZB00ICBEX6","2012-04-03",1830.29,1839.04,1827.62,1835.55,0.29,24104447.92
"XZAG","CBX","HRZB00ICBEX6","2012-04-02",1833.30,1841.20,1824.98,1830.28,-0.18,11287066.99
"XZAG","CBX","HRZB00ICBEX6","2012-03-30",1814.25,1836.05,1814.09,1833.54,1.10,20282904.75
"XZAG","CBX","HRZB00ICBEX6","2012-03-29",1804.79,1816.89,1793.11,1813.52,0.47,16419993.75
"XZAG","CBX","HRZB00ICBEX6","2012-03-28",1805.61,1811.50,1797.03,1804.98,-0.03,16256408.39
"XZAG","CBX","HRZB00ICBEX6","2012-03-27",1803.65,1814.94,1803.56,1805.55,0.09,23166247.27
"XZAG","CBX","HRZB00ICBEX6","2012-03-26",1803.55,1818.75,1795.65,1803.90,0.02,23966444.36
"XZAG","CBX","HRZB00ICBEX6","2012-03-23",1809.77,1810.50,1796.88,1803.56,-0.33,15069277.03
"XZAG","CBX","HRZB00ICBEX6","2012-03-22",1832.04,1833.29,1803.89,1809.59,-1.21,10363425.74
"XZAG","CBX","HRZB00ICBEX6","2012-03-21",1837.77,1844.82,1829.33,1831.79,-0.30,17335277.80
"XZAG","CBX","HRZB00ICBEX6","2012-03-20",1848.47,1860.17,1831.71,1837.39,-0.60,17104207.11
"XZAG","CBX","HRZB00ICBEX6","2012-03-19",1844.07,1864.17,1840.83,1848.42,0.24,29174076.10
"XZAG","CBX","HRZB00ICBEX6","2012-03-16",1830.00,1849.05,1825.31,1844.03,0.74,22575988.24
"XZAG","CBX","HRZB00ICBEX6","2012-03-15",1817.83,1833.26,1817.83,1830.45,0.63,27719323.66
"XZAG","CBX","HRZB00ICBEX6","2012-03-14",1796.56,1828.21,1796.56,1819.06,1.27,17753406.40
"XZAG","CBX","HRZB00ICBEX6","2012-03-13",1802.55,1804.62,1793.81,1796.24,-0.21,19749770.06
"XZAG","CBX","HRZB00ICBEX6","2012-03-12",1789.66,1799.98,1786.56,1799.98,0.62,11652180.95
"XZAG","CBX","HRZB00ICBEX6","2012-03-09",1793.62,1801.88,1786.55,1788.89,-0.26,9499308.80
"XZAG","CBX","HRZB00ICBEX6","2012-03-08",1773.28,1793.81,1772.52,1793.62,1.17,12231282.22
"XZAG","CBX","HRZB00ICBEX6","2012-03-07",1767.66,1773.94,1759.48,1772.87,0.30,9738900.52
"XZAG","CBX","HRZB00ICBEX6","2012-03-06",1784.97,1786.15,1765.69,1767.65,-0.97,9742473.66
"XZAG","CBX","HRZB00ICBEX6","2012-03-05",1808.98,1808.99,1779.24,1784.98,-1.33,20727054.25
"XZAG","CBX","HRZB00ICBEX6","2012-03-02",1794.34,1810.65,1790.67,1809.09,0.83,11335970.82
"XZAG","CBX","HRZB00ICBEX6","2012-03-01",1787.08,1800.55,1783.81,1794.23,0.39,15307129.38
"XZAG","CBX","HRZB00ICBEX6","2012-02-29",1769.64,1788.69,1768.26,1787.23,1.02,15168776.65
"XZAG","CBX","HRZB00ICBEX6","2012-02-28",1787.60,1790.67,1766.64,1769.25,-1.03,24333820.22
"XZAG","CBX","HRZB00ICBEX6","2012-02-27",1776.07,1799.69,1770.22,1787.65,0.64,35777447.07
"XZAG","CBX","HRZB00ICBEX6","2012-02-24",1762.68,1778.88,1758.36,1776.35,0.75,19643982.34
"XZAG","CBX","HRZB00ICBEX6","2012-02-23",1752.61,1763.42,1740.27,1763.13,0.63,12911961.62
"XZAG","CBX","HRZB00ICBEX6","2012-02-22",1754.14,1760.71,1750.73,1752.16,-0.11,9500874.90
"XZAG","CBX","HRZB00ICBEX6","2012-02-21",1739.41,1755.45,1738.96,1754.16,1.00,17842577.88
"XZAG","CBX","HRZB00ICBEX6","2012-02-20",1733.24,1746.27,1733.24,1736.80,0.21,10847638.81
"XZAG","CBX","HRZB00ICBEX6","2012-02-17",1728.68,1738.26,1726.36,1733.17,0.25,10547315.53
"XZAG","CBX","HRZB00ICBEX6","2012-02-16",1730.05,1730.05,1707.69,1728.89,-0.06,10962760.17
"XZAG","CBX","HRZB00ICBEX6","2012-02-15",1747.21,1747.77,1729.99,1729.99,-0.97,14868225.71
"XZAG","CBX","HRZB00ICBEX6","2012-02-14",1763.54,1766.05,1743.95,1746.93,-0.90,18049870.89
"XZAG","CBX","HRZB00ICBEX6","2012-02-13",1765.76,1767.06,1754.61,1762.86,-0.19,7660822.07
"XZAG","CBX","HRZB00ICBEX6","2012-02-10",1778.94,1778.94,1759.30,1766.26,-0.67,6514022.98
"XZAG","CBX","HRZB00ICBEX6","2012-02-09",1769.66,1785.62,1769.66,1778.11,0.53,13242093.23
"XZAG","CBX","HRZB00ICBEX6","2012-02-08",1758.80,1768.90,1758.80,1768.75,0.53,6405628.26
"XZAG","CBX","HRZB00ICBEX6","2012-02-07",1754.96,1762.27,1750.22,1759.47,0.19,6919394.00
"XZAG","CBX","HRZB00ICBEX6","2012-02-06",1756.53,1761.42,1749.59,1756.09,0.00,6806160.34
"XZAG","CBX","HRZB00ICBEX6","2012-02-03",1741.15,1761.96,1740.60,1756.07,0.88,9903160.85
"XZAG","CBX","HRZB00ICBEX6","2012-02-02",1729.00,1740.76,1728.08,1740.76,0.67,7812203.51
"XZAG","CBX","HRZB00ICBEX6","2012-02-01",1727.48,1733.99,1724.70,1729.14,0.11,10873909.16
"XZAG","CBX","HRZB00ICBEX6","2012-01-31",1739.89,1746.88,1726.35,1727.28,-0.63,9052958.66
"XZAG","CBX","HRZB00ICBEX6","2012-01-30",1737.06,1739.60,1717.86,1738.20,0.07,8271018.74
"XZAG","CBX","HRZB00ICBEX6","2012-01-27",1740.07,1741.56,1734.18,1737.06,-0.17,8273163.67
